Триграмма,Частота
"('лущильник', 'машина', 'вакуумный')",1
"('машина', 'вакуумный', 'снегоочиститель')",1
"('вакуумный', 'снегоочиститель', 'автобус')",1
"('снегоочиститель', 'автобус', 'перевозка')",1
"('автобус', 'перевозка', 'инвалид')",1
"('перевозка', 'инвалид', 'зерновоз')",1
"('инвалид', 'зерновоз', 'специальный')",1
"('зерновоз', 'специальный', 'газоспасательный')",1
"('специальный', 'газоспасательный', 'европлатформа')",1
"('газоспасательный', 'европлатформа', 'машина')",1
"('европлатформа', 'машина', 'илососный')",1
"('машина', 'илососный', 'маслостанция')",1
"('илососный', 'маслостанция', 'кму')",1
"('маслостанция', 'кму', 'сортиментовоз')",1
"('сортиментовоз', 'кму', 'лесовоз')",1
"('лесовоз', 'кму', 'ломовоз')",1
"('кму', 'ломовоз', 'кму')",1
"('ломовоз', 'кму', 'комбинированный')",1
"('кму', 'комбинированный', 'автомобиль')",1
"('комбинированный', 'автомобиль', 'трактор')",1
"('автомобиль', 'трактор', 'трелеровочный')",1
"('трактор', 'трелеровочный', 'скиддер')",1
"('трелеровочный', 'скиддер', 'скиддер')",1
"('скиддер', 'скиддер', 'прицеп')",1
"('скиддер', 'прицеп', 'пневмонагнетатель')",1
"('прицеп', 'пневмонагнетатель', 'багажный')",1
"('пневмонагнетатель', 'багажный', 'тягач')",1
"('багажный', 'тягач', 'бункер')",1
"('тягач', 'бункер', 'перегрузчик')",1
"('бункер', 'перегрузчик', 'фургон')",1
"('перегрузчик', 'фургон', 'перевозка')",1
"('фургон', 'перевозка', 'опасный')",1
"('опасный', 'груз', 'сортиментовоз')",1
"('груз', 'сортиментовоз', 'гму')",1
"('сортиментовоз', 'гму', 'буровой')",1
"('гму', 'буровой', 'станок')",1
"('буровой', 'станок', 'колтюбинговый')",1
"('станок', 'колтюбинговый', 'установка')",1
"('колтюбинговый', 'установка', 'грабли')",1
"('установка', 'грабли', 'подъемник')",1
"('грабли', 'подъемник', 'каротажный')",1
"('подъемник', 'каротажный', 'ричстакер')",1
"('каротажный', 'ричстакер', 'автоцистерна')",1
"('ричстакер', 'автоцистерна', 'вакуумный')",1
"('автоцистерна', 'вакуумный', 'портальный')",1
"('вакуумный', 'портальный', 'погрузчик')",1
"('портальный', 'погрузчик', 'прицеп')",1
"('тракторный', 'специальный', 'прицеп')",1
"('специальный', 'прицеп', 'плавильный')",1
"('прицеп', 'плавильный', 'заливочный')",1
"('плавильный', 'заливочный', 'установка')",1
"('заливочный', 'установка', 'баровой')",1
"('установка', 'баровой', 'грунторезный')",1
"('грунторезный', 'машина', 'автоцистерна')",1
"('машина', 'автоцистерна', 'пожарный')",1
"('автоцистерна', 'пожарный', 'фронтальный')",1
"('пожарный', 'фронтальный', 'погрузчик')",1
"('фронтальный', 'погрузчик', 'многофункциональный')",1
